EventType,TrafficMultiplier,ABTestGroup,SaleAmountEUR,BranchID
BlackFriday,4.1,Control,900.1544624878114,BR-010
BlackFriday,2.3,Variation2,1345.158261974705,BR-008
BlackFriday,3.7,Variation1,2161.9412095626963,BR-004
BlackFriday,1.9,Variation1,799.0511956984697,BR-003
BlackFriday,2.7,Control,1993.3105828217426,BR-013
Christmas,1.3,Control,1533.0737179405187,BR-004
Christmas,4.7,Control,785.9428561523888,BR-002
Valentine,3.1,Control,942.528680820963,BR-008
Christmas,3.5,Control,1483.590518169658,BR-014
Normal,1.0,Variation2,-684.2462510336774,BR-009
Valentine,1.8,Variation2,1630.654622521307,BR-005
Valentine,2.3,Control,1450.6898406484552,BR-003
Christmas,3.9,Variation2,1348.1385693621023,BR-002
Christmas,2.3,Variation1,1121.1526268985613,BR-003
Valentine,3.1,Variation1,475.28032780182207,BR-003
Christmas,3.0,Variation2,494.91763026947143,BR-017
Valentine,2.9,Control,1311.978864591912,BR-010
Valentine,2.3,Variation2,1842.8710502658125,BR-013
BlackFriday,3.1,Variation1,1690.2917353734176,BR-012
Normal,1.0,Control,1185.1148323835605,BR-006
Christmas,4.5,Variation2,1732.999795051338,BR-005
Christmas,3.8,Control,2879.477454622498,BR-001
BlackFriday,3.5,Control,1310.534417513602,BR-014
Christmas,1.0,Control,1067.126535907312,BR-015
Christmas,4.4,Variation2,1542.1322501635786,BR-007
Normal,1.0,Control,1173.8172699203426,BR-011
Normal,1.0,Variation2,1641.404363370549,BR-006
Normal,1.0,Control,2208.0967482524197,BR-007
Valentine,2.9,Control,1416.8853456695163,BR-008
Valentine,2.6,Control,1159.8828602390329,BR-002
Valentine,2.5,Control,1116.7007010211873,BR-003
Christmas,2.3,Control,1267.8271306888184,BR-002
Normal,1.0,Control,510.9417915799012,BR-012
BlackFriday,4.9,Variation2,2927.6447273030435,BR-003
Valentine,2.7,Variation2,1514.5673434904495,BR-002
BlackFriday,3.9,Control,1752.042547848233,BR-013
BlackFriday,4.6,Control,2468.8107544700356,BR-001
Normal,1.0,Control,1169.6483368465097,BR-007
BlackFriday,3.7,Variation2,1271.944305154434,BR-003
Valentine,1.8,Variation2,1169.0149259117059,BR-011
BlackFriday,1.9,Control,766.0005881975521,BR-016
BlackFriday,3.6,Control,2332.1936783130573,BR-009
Valentine,1.6,Control,716.1212440804651,BR-013
BlackFriday,3.2,Variation2,1462.8163542169998,BR-012
Normal,1.0,Control,819.2880058913406,BR-008
Normal,1.0,Control,1063.8307054692502,BR-015
Valentine,3.2,Control,2692.3490319482285,BR-012
Valentine,3.0,Control,-914.8941274253759,BR-011
Valentine,1.6,Variation2,175.17334198414858,BR-003
Normal,1.0,Variation1,99.57286832073497,BR-007
BlackFriday,3.1,Control,775.4414790662456,BR-017
BlackFriday,3.9,Control,747.3281658819412,BR-008
Christmas,4.1,Control,1005.9370155255311,BR-014
Normal,1.0,Control,707.8777451182798,BR-005
Valentine,4.4,Control,2725.8540982795353,BR-017
Christmas,4.0,Control,3035.214826464289,BR-006
Christmas,1.1,Control,1190.3401834905621,BR-001
Valentine,3.8,Control,1201.785218220954,BR-015
Valentine,4.7,Variation1,-820.1759260931987,BR-014
BlackFriday,3.1,Control,802.9667952124687,BR-016
Normal,1.0,Control,416.9782103754955,BR-013
BlackFriday,4.0,Variation1,2728.595102260736,BR-003
Christmas,2.1,Control,1157.6122736314023,BR-017
BlackFriday,2.3,Control,1445.260326757859,BR-003
Valentine,2.7,Variation1,1850.5687253395542,BR-015
BlackFriday,3.3,Control,2292.9525680502998,BR-011
Valentine,4.6,Control,2079.000506560489,BR-006
Christmas,1.4,Control,1668.5158249190738,BR-012
Normal,1.0,Control,872.2954785845553,BR-017
Valentine,3.6,Control,1177.5429914950637,BR-009
BlackFriday,1.9,Control,1847.58094391231,BR-017
Valentine,4.8,Variation2,2179.3880576908373,BR-010
Christmas,4.2,Variation2,856.246407788451,BR-011
Normal,1.0,Control,981.8538093494502,BR-003
Valentine,2.9,Control,1272.6505521158483,BR-009
BlackFriday,2.1,Variation2,1547.2259937465667,BR-012
Valentine,4.3,Control,971.6106800338198,BR-006
Normal,1.0,Control,1417.1899872028582,BR-011
Christmas,3.7,Control,2360.087733823213,BR-003
Christmas,1.7,Variation1,1574.659930842566,BR-007
Valentine,4.5,Control,977.0578582539986,BR-010
Normal,1.0,Variation2,64.99940871780605,BR-009
Normal,1.0,Variation1,886.4973149087707,BR-014
BlackFriday,1.1,Control,1233.8994516723612,BR-001
Valentine,4.7,Control,743.6046882555028,BR-015
Normal,1.0,Control,-116.00357701399533,BR-006
BlackFriday,2.0,Variation1,1810.3493203202886,BR-016
Valentine,2.2,Control,1898.3606323507265,BR-003
Christmas,3.9,Variation1,2902.3007942711424,BR-010
BlackFriday,3.9,Variation2,2392.172577370904,BR-017
Normal,1.0,Control,902.8260543611281,BR-004
Valentine,4.4,Variation2,-2804.009209182699,BR-007
Valentine,1.0,Control,1958.378947779498,BR-011
Normal,1.0,Variation2,1879.5159687524344,BR-005
BlackFriday,3.1,Control,58.748477139051424,BR-003
BlackFriday,2.1,Control,1798.2811393667284,BR-011
Normal,1.0,Control,183.90488016520834,BR-017
Christmas,2.3,Variation2,261.3541036991187,BR-012
Normal,1.0,Variation2,989.6617950991749,BR-008
BlackFriday,4.6,Variation2,830.282501313073,BR-007
Normal,1.0,Variation1,1775.3137591580212,BR-015
Valentine,4.9,Variation2,1246.2223442515053,BR-014
Christmas,1.9,Control,999.505849533986,BR-001
Valentine,2.8,Control,685.3619259949448,BR-015
Valentine,4.5,Control,1728.0575991427672,BR-013
Normal,1.0,Control,939.4516213502113,BR-006
Christmas,1.4,Variation2,1049.4760558289308,BR-006
Normal,1.0,Control,737.883108854007,BR-016
Christmas,1.7,Variation1,1031.4667734632994,BR-017
Christmas,1.6,Control,1782.1753038028646,BR-007
Valentine,3.3,Control,1486.5746106045842,BR-013
Christmas,3.5,Variation2,1291.8791214299592,BR-009
Normal,1.0,Control,242.88514467003907,BR-013
Christmas,1.2,Variation2,675.5849041439806,BR-003
Valentine,4.3,Control,1857.251630661315,BR-015
Christmas,3.3,Variation2,1674.2468690533149,BR-013
BlackFriday,4.9,Control,1098.85651943311,BR-016
BlackFriday,3.9,Control,308.73980062462414,BR-003
Valentine,3.9,Control,1441.8680305347848,BR-009
BlackFriday,4.0,Control,2224.210377783971,BR-010
Christmas,4.8,Control,1232.7522291254375,BR-015
Christmas,3.0,Control,1067.1304967308897,BR-015
Normal,1.0,Control,2165.8287354010263,BR-014
Christmas,1.6,Control,481.6832089334451,BR-009
Christmas,4.8,Control,1647.1681155237238,BR-011
Valentine,3.0,Variation2,1997.9830631042998,BR-006
Normal,1.0,Control,344.5802381598587,BR-001
BlackFriday,1.6,Variation2,1455.162206085915,BR-007
Christmas,2.9,Variation2,1186.2225561889536,BR-009
Christmas,3.3,Variation2,919.2509591485187,BR-012
Normal,1.0,Variation1,108.63157902771381,BR-004
Normal,1.0,Control,847.800671424134,BR-001
BlackFriday,1.6,Control,157.24212415208189,BR-015
Christmas,1.3,Variation2,1238.0926913021442,BR-001
Normal,1.0,Variation2,409.0751376172025,BR-012
Christmas,2.0,Control,27.8822947611157,BR-009
Christmas,1.3,Control,349.51896274009755,BR-013
Valentine,3.2,Control,546.1326810268756,BR-003
Christmas,3.1,Control,1299.1678823252144,BR-005
Valentine,4.7,Control,1939.9505986294655,BR-004
BlackFriday,2.1,Control,1140.0398784454678,BR-004
Normal,1.0,Variation1,1997.4067811631237,BR-002
BlackFriday,4.6,Control,914.7627120447454,BR-004
Valentine,3.9,Control,1056.8203598565403,BR-013
Normal,1.0,Control,1659.0421168133068,BR-013
Valentine,4.2,Variation1,1213.7181654088984,BR-002
Normal,1.0,Control,1934.5817381021468,BR-014
Normal,1.0,Control,307.76946834922273,BR-004
BlackFriday,3.8,Variation2,1573.2767404650365,BR-008
BlackFriday,2.5,Control,1504.7271187083127,BR-008
Normal,1.0,Variation2,764.8838849312818,BR-017
Christmas,3.4,Control,616.4601772342696,BR-017
Valentine,3.3,Control,199.2087461205879,BR-005
Christmas,1.3,Variation1,808.0011681690137,BR-012
Normal,1.0,Control,820.2014135576279,BR-015
BlackFriday,1.5,Variation1,859.232452171599,BR-006
Normal,1.0,Variation2,718.0841640527216,BR-007
BlackFriday,4.1,Control,862.2197112043136,BR-014
Christmas,2.7,Variation1,1302.0813290764443,BR-013
BlackFriday,4.8,Control,1573.7223115242498,BR-012
Christmas,2.0,Control,98.91575465035298,BR-017
Normal,1.0,Control,699.9397126428984,BR-013
BlackFriday,1.9,Control,1573.7068775533385,BR-003
BlackFriday,2.8,Variation2,724.8968457425102,BR-007
Christmas,4.9,Variation2,1594.4012022710178,BR-005
Valentine,3.1,Control,656.8186030756216,BR-003
Christmas,4.5,Control,2855.0277707124596,BR-005
BlackFriday,1.5,Variation1,2682.9795472295036,BR-013
Normal,1.0,Variation2,-341.5115381603395,BR-001
Normal,1.0,Variation1,403.40802238952233,BR-016
Valentine,2.8,Control,1657.9473106962184,BR-015
BlackFriday,4.7,Control,1613.335708418816,BR-001
Valentine,2.7,Variation1,1574.3765223462096,BR-004
Christmas,2.9,Control,560.7180571352635,BR-009
Normal,1.0,Variation1,607.3894553079627,BR-003
Christmas,2.3,Variation1,1218.3903580297642,BR-009
Christmas,1.2,Control,618.4702604340326,BR-008
Christmas,2.4,Variation2,1185.890388614899,BR-015
Valentine,1.4,Control,1278.8926962478522,BR-007
Normal,1.0,Control,595.4588311343631,BR-006
BlackFriday,4.7,Control,2007.8120900943893,BR-003
BlackFriday,2.2,Control,664.8425839595473,BR-012
Valentine,4.4,Variation1,155.55076015729333,BR-008
Christmas,1.8,Control,518.2213221696699,BR-010
BlackFriday,4.0,Control,581.0435401806012,BR-006
Christmas,3.0,Control,1832.9332491857149,BR-010
Christmas,3.7,Variation2,1513.0795586444533,BR-014
BlackFriday,1.1,Control,1236.6049334195072,BR-017
Valentine,1.1,Variation2,1273.7516935474775,BR-008
Valentine,2.7,Control,2489.0570093088368,BR-001
Christmas,1.9,Variation1,1200.9310193645215,BR-009
Valentine,3.3,Variation2,-338.4505135600055,BR-009
Valentine,4.6,Variation2,2054.20259621733,BR-013
Normal,1.0,Control,830.2645913593942,BR-009
Valentine,2.7,Control,959.8752405588624,BR-005
Normal,1.0,Control,412.370330779495,BR-004
BlackFriday,2.1,Control,2521.3159771522464,BR-015
Christmas,4.6,Control,1517.0165275550855,BR-012
BlackFriday,4.2,Control,1075.1668385261328,BR-009
Valentine,4.3,Control,2371.301331600004,BR-007
Normal,1.0,Control,188.85562685466647,BR-016
BlackFriday,4.2,Control,1729.1480696639735,BR-002
BlackFriday,1.2,Control,1687.5385087662326,BR-014
BlackFriday,4.7,Control,181.91450875763115,BR-008
Normal,1.0,Variation2,1041.8241541091502,BR-003
Normal,1.0,Control,621.4557373448131,BR-003
Normal,1.0,Variation1,1557.083416718976,BR-006
BlackFriday,2.4,Variation1,1976.3083535878616,BR-015
Normal,1.0,Control,1640.269504751493,BR-011
Normal,1.0,Control,944.4806217963468,BR-004
Christmas,4.5,Control,1229.4516313002907,BR-016
BlackFriday,3.1,Variation2,485.1012892500419,BR-003
Christmas,3.1,Variation2,976.9133158031714,BR-013
Valentine,1.2,Variation2,995.9458516853093,BR-009
Christmas,1.3,Variation2,1047.0181816969603,BR-005
Normal,1.0,Control,842.7698565651981,BR-002
Normal,1.0,Variation2,69.67216687606742,BR-014
Christmas,1.2,Control,1609.435980897826,BR-005
Valentine,3.9,Control,2113.3144834151153,BR-013
Normal,1.0,Variation2,650.221539821864,BR-014
Normal,1.0,Control,1558.8427712362188,BR-001
BlackFriday,1.9,Variation1,510.50051484045,BR-012
Christmas,4.8,Variation1,725.9414188715443,BR-007
Valentine,4.9,Variation2,211.49154818588224,BR-009
BlackFriday,4.4,Control,1460.280540437801,BR-014
Christmas,4.2,Variation1,1926.806790360466,BR-008
Valentine,3.3,Variation1,35.70105898929322,BR-006
Christmas,2.0,Control,1375.086333915268,BR-009
Christmas,1.4,Control,1346.9040737593705,BR-014
Christmas,1.1,Control,1640.1249599372952,BR-001
BlackFriday,2.8,Variation2,400.402483631162,BR-004
Normal,1.0,Control,1650.652006738837,BR-017
Valentine,4.8,Variation2,1820.225508250988,BR-001
Normal,1.0,Control,425.24163006637525,BR-013
Normal,1.0,Control,1469.2810310124373,BR-009
BlackFriday,1.0,Control,1295.8055847008206,BR-003
Valentine,1.7,Control,995.1859467064693,BR-010
Normal,1.0,Control,1921.7877210203644,BR-002
Normal,1.0,Control,-878.3624818281453,BR-016
Christmas,1.2,Control,1044.9373722196895,BR-005
Valentine,3.8,Variation2,1257.4525923880635,BR-016
BlackFriday,3.2,Control,795.405965071348,BR-011
Normal,1.0,Control,627.4894337118436,BR-005
Normal,1.0,Control,1544.0844089856669,BR-008
Valentine,3.7,Variation1,580.7224730886876,BR-014
Christmas,3.3,Control,788.943421406139,BR-016
Christmas,4.6,Control,1329.6621201469832,BR-009
Valentine,2.0,Variation1,935.4053300490287,BR-003
Normal,1.0,Control,806.4909243622379,BR-009
Normal,1.0,Control,1212.6510691703859,BR-006
Normal,1.0,Control,1311.9521857091809,BR-017
Normal,1.0,Control,-726.8054554021905,BR-002
Christmas,1.5,Control,1132.508835963126,BR-006
Normal,1.0,Variation2,1711.5043358646824,BR-014
Normal,1.0,Control,2288.25046714475,BR-014
Christmas,3.5,Variation2,1836.2352881341872,BR-010
BlackFriday,2.2,Control,244.58771212966022,BR-006
Christmas,4.3,Variation1,2530.6948794332484,BR-014
Christmas,1.7,Variation1,547.1402776240699,BR-010
BlackFriday,1.7,Variation1,1317.4056863267574,BR-010
Valentine,1.0,Variation1,985.466344491521,BR-015
BlackFriday,3.4,Variation1,464.0638508610719,BR-001
Normal,1.0,Control,2084.5727957995446,BR-005
Valentine,1.9,Control,1272.0823470423886,BR-011
BlackFriday,4.7,Control,1236.1600461588994,BR-005
Normal,1.0,Control,737.0446218330899,BR-015
Valentine,3.3,Control,861.4436449617681,BR-010
Christmas,2.8,Control,1894.6266229778792,BR-016
BlackFriday,3.2,Control,1068.1064925257965,BR-007
Christmas,3.7,Control,1976.7310518873458,BR-012
Valentine,3.0,Variation1,1516.9013015103737,BR-006
Valentine,2.3,Variation2,1389.5947946655672,BR-003
BlackFriday,3.0,Variation1,1671.8465294893506,BR-009
Christmas,4.9,Variation2,1342.6108050981134,BR-016
Valentine,4.4,Variation1,1038.3798045742665,BR-007
Normal,1.0,Control,885.8961065752793,BR-007
BlackFriday,4.4,Control,2123.5679790337294,BR-017
Christmas,3.6,Control,3383.7844683581543,BR-009
Normal,1.0,Control,850.054610860091,BR-009
Normal,1.0,Control,873.3049334127957,BR-014
Valentine,3.4,Variation2,1746.6454332536266,BR-013
Christmas,1.6,Control,823.4432522676096,BR-001
Christmas,1.2,Control,1473.4531469400529,BR-005
BlackFriday,3.3,Variation1,722.0934047677648,BR-006
Christmas,2.1,Variation1,1277.0526086813336,BR-006
BlackFriday,1.6,Variation1,1138.7379044882518,BR-012
Normal,1.0,Control,781.5217828958341,BR-017
BlackFriday,1.8,Variation2,1552.389255783541,BR-008
Christmas,2.9,Control,976.6020426722278,BR-008
Christmas,4.7,Variation1,411.44410964078213,BR-008
Normal,1.0,Control,1591.1727161992,BR-014
Normal,1.0,Variation2,805.8477074974588,BR-016
BlackFriday,4.0,Control,1672.092209357011,BR-014
Normal,1.0,Variation1,840.7090985201501,BR-010
Valentine,3.3,Variation1,353.4946367421664,BR-010
Normal,1.0,Control,819.4541819716719,BR-003
Normal,1.0,Control,1427.226178428778,BR-005
Valentine,4.4,Control,1734.5191902817742,BR-010
Christmas,4.4,Control,532.0390890175639,BR-017
Normal,1.0,Control,146.00618007263236,BR-004
Christmas,4.1,Control,598.995429784397,BR-016
Christmas,2.1,Variation2,1516.879650351101,BR-010
Valentine,3.9,Control,1465.99693155358,BR-009
Christmas,1.6,Variation2,1780.6393695221848,BR-008
BlackFriday,2.7,Control,1192.4909549378813,BR-003
Christmas,2.0,Control,1041.4210343547659,BR-007
Christmas,3.5,Variation1,898.7176450084141,BR-015
Valentine,2.7,Control,997.2265625435263,BR-002
Valentine,2.9,Control,1945.5533429286336,BR-017
Christmas,2.0,Control,1366.6806699053616,BR-004
Christmas,3.2,Control,2640.8974232632163,BR-010
Valentine,1.5,Variation2,729.290932230058,BR-001
Christmas,1.6,Control,990.3586668497165,BR-005
Normal,1.0,Control,10.617165632646312,BR-015
Christmas,1.9,Variation1,1583.3417552903447,BR-006
Normal,1.0,Variation1,942.9010899336927,BR-010
Normal,1.0,Control,1941.2947833839073,BR-017
Christmas,1.4,Control,868.5176309551865,BR-014
Valentine,1.1,Variation1,1440.917948948676,BR-002
BlackFriday,3.2,Variation1,1442.269559425725,BR-006
Normal,1.0,Variation2,1722.6139933502463,BR-012
BlackFriday,1.9,Control,1206.9370541462133,BR-017
Christmas,3.8,Variation1,1282.1395228725376,BR-012
Normal,1.0,Variation2,1571.8232515044197,BR-007
Normal,1.0,Control,447.0165706413142,BR-012
Valentine,1.6,Variation1,541.3989365978751,BR-012
Normal,1.0,Control,383.6575808824743,BR-004
Christmas,2.6,Variation2,-1385.0266239768278,BR-005
BlackFriday,4.3,Variation1,659.5375698657646,BR-013
Normal,1.0,Control,1269.2387550383955,BR-012
Christmas,4.0,Variation1,2198.6040303059,BR-005
Normal,1.0,Control,1152.1635172952797,BR-003
Christmas,1.2,Variation2,1377.0303894928006,BR-016
Normal,1.0,Control,1093.9822078496377,BR-007
Christmas,3.1,Control,1678.0602713911705,BR-016
Normal,1.0,Control,1226.3042785562334,BR-013
BlackFriday,2.7,Control,1268.3214475791233,BR-006
Valentine,3.6,Control,937.1704421039163,BR-015
BlackFriday,2.7,Control,1898.488525194616,BR-002
BlackFriday,3.7,Variation2,2440.8216206928687,BR-017
Normal,1.0,Control,1272.5639909246936,BR-017
Valentine,2.1,Variation1,1717.5861666390776,BR-001
Normal,1.0,Variation1,1011.1139832985125,BR-008
Normal,1.0,Control,653.8347291874787,BR-007
Christmas,4.9,Control,544.3853923812054,BR-010
Valentine,2.9,Variation1,359.4772818795982,BR-012
Valentine,2.8,Control,1630.467726169737,BR-007
BlackFriday,2.7,Control,1085.0112750402875,BR-012
Christmas,2.3,Variation1,999.647574393882,BR-001
Christmas,1.4,Variation1,643.7981278371445,BR-005
Normal,1.0,Variation1,1019.5993486192895,BR-009
Normal,1.0,Variation2,428.2102285965376,BR-014
BlackFriday,1.1,Control,169.78411671575356,BR-005
BlackFriday,4.3,Variation1,2065.0729184713323,BR-014
Christmas,2.5,Control,1303.1565895007586,BR-010
Valentine,2.8,Variation2,926.8706294387049,BR-010
Valentine,4.1,Control,2004.5929215044557,BR-010
BlackFriday,3.5,Variation2,1341.5784005098128,BR-011
BlackFriday,3.9,Control,1598.1494218791772,BR-009
BlackFriday,2.5,Variation1,546.0441169374674,BR-007
Normal,1.0,Variation2,1454.7256726558694,BR-014
Christmas,1.3,Control,2033.7807292524963,BR-005
Valentine,3.0,Variation1,1169.590174332537,BR-001
Valentine,3.8,Variation2,868.1821379976074,BR-004
Valentine,2.2,Variation1,1796.2515060601445,BR-001
Normal,1.0,Control,1943.2854679732561,BR-004
Christmas,3.2,Variation1,-2363.2919300851986,BR-005
Christmas,2.1,Control,622.6234698888701,BR-005
Normal,1.0,Variation2,1662.223809939662,BR-002
Christmas,3.3,Variation1,1285.8810643627476,BR-011
Christmas,3.1,Control,2029.1077158259807,BR-001
BlackFriday,2.4,Control,2015.3992080828539,BR-001
Christmas,1.6,Control,-1821.8578054742059,BR-011
Christmas,3.2,Control,155.67454254569677,BR-007
Normal,1.0,Variation1,1614.6947090666004,BR-012
BlackFriday,2.2,Control,374.73738895247897,BR-003
Normal,1.0,Control,974.8892223508948,BR-012
BlackFriday,5.0,Control,-1647.1476292922966,BR-013
BlackFriday,2.2,Variation2,1333.449397244549,BR-016
BlackFriday,1.6,Control,1320.7398906459364,BR-008
Christmas,4.0,Variation2,1102.4511977398088,BR-002
Valentine,4.8,Control,553.5582531081454,BR-002
Valentine,2.4,Variation2,493.8440718748704,BR-013
Valentine,3.4,Variation1,1831.637192330338,BR-008
BlackFriday,1.2,Control,1373.7124747758198,BR-016
Valentine,4.4,Control,1857.4580618168095,BR-001
Christmas,3.4,Control,992.805378012427,BR-011
Valentine,4.5,Control,1509.7962712797416,BR-007
Normal,1.0,Variation2,532.5579300476998,BR-006
BlackFriday,1.9,Variation2,1336.4663834413225,BR-007
Valentine,2.8,Control,683.3119700398952,BR-013
BlackFriday,1.2,Variation1,1660.9031152685043,BR-008
Normal,1.0,Control,425.6182883115414,BR-013
Normal,1.0,Control,874.6798867770062,BR-016
BlackFriday,4.3,Variation2,2695.238724598096,BR-010
Christmas,2.0,Variation1,1000.0105776620594,BR-015
Valentine,1.2,Control,1126.7140500672217,BR-016
BlackFriday,2.6,Control,1890.6686900510167,BR-014
Normal,1.0,Control,1599.2362601658965,BR-002
Christmas,2.7,Control,2034.1211660058982,BR-004
Christmas,2.9,Variation2,192.49470968166327,BR-011
Normal,1.0,Variation2,786.060967656273,BR-011
Normal,1.0,Variation1,2000.4818240407608,BR-004
Normal,1.0,Control,1017.1892876458418,BR-002
BlackFriday,4.2,Control,1330.368419098958,BR-011
Valentine,3.0,Variation1,1255.534526059972,BR-017
Christmas,3.7,Control,2439.2646592392566,BR-003
Christmas,2.6,Variation2,1379.0352699077887,BR-013
Christmas,2.1,Variation2,2113.3148135587917,BR-004
Christmas,1.6,Control,1379.1453431652044,BR-004
Valentine,1.5,Variation2,931.407815876798,BR-009
Valentine,4.8,Control,95.40293750275448,BR-014
BlackFriday,3.8,Variation1,2790.263213685175,BR-016
Christmas,3.4,Variation1,1506.3216409496388,BR-003
Normal,1.0,Variation2,841.1994905304497,BR-012
Normal,1.0,Variation2,391.1515535187609,BR-009
BlackFriday,1.7,Control,607.2668416464296,BR-015
Valentine,2.3,Control,-1679.9180163342917,BR-010
Valentine,2.7,Variation1,2007.8627052349682,BR-004
Valentine,1.5,Control,2063.231856822045,BR-007
Normal,1.0,Control,1763.9831030875848,BR-014
Valentine,2.5,Control,-1962.6440039450686,BR-010
Christmas,1.1,Control,179.59098319147716,BR-006
Christmas,4.5,Variation2,1429.9366174437935,BR-012
Christmas,4.8,Variation1,1323.1775621755144,BR-012
Valentine,3.7,Control,404.49864248172287,BR-008
Normal,1.0,Variation2,1059.8646216813004,BR-005
Christmas,3.2,Control,699.1386477288024,BR-011
Valentine,2.9,Control,1643.2169509172202,BR-007
BlackFriday,1.6,Control,1479.6535257051623,BR-017
Valentine,4.3,Control,895.791934924935,BR-004
Valentine,3.2,Control,1584.2182433990752,BR-004
Christmas,1.8,Control,1575.901168101202,BR-004
Normal,1.0,Variation2,1038.3360698741237,BR-001
BlackFriday,2.6,Control,653.2893751093925,BR-005
BlackFriday,2.6,Variation2,1531.1603358508164,BR-013
Christmas,1.9,Control,984.3735749265003,BR-001
Christmas,4.1,Variation1,453.4866412887035,BR-013
Christmas,2.6,Control,927.8637631490302,BR-017
BlackFriday,1.5,Variation1,741.7172819795783,BR-016
Christmas,2.5,Control,143.44828873604882,BR-005
Christmas,1.6,Variation1,963.0353986967413,BR-017
Normal,1.0,Variation2,668.2309369716464,BR-017
Normal,1.0,Variation2,1199.2349670010813,BR-014
Valentine,1.1,Control,1419.5611560914863,BR-009
Christmas,3.5,Control,816.2207952409577,BR-012
Normal,1.0,Variation1,1285.192404846805,BR-010
Normal,1.0,Variation1,916.5452377742946,BR-002
Christmas,2.6,Control,-759.3599077325987,BR-010
Valentine,3.5,Variation2,1890.829711834459,BR-004
Christmas,2.6,Control,1733.3821690162738,BR-013
Christmas,2.5,Control,1054.0565428773846,BR-005
Christmas,2.6,Control,1276.920308516816,BR-013
Valentine,4.1,Variation2,1288.2050205575792,BR-005
BlackFriday,4.7,Variation2,1219.217418891272,BR-001
Christmas,4.3,Variation2,716.4823881087144,BR-014
Normal,1.0,Variation1,-522.7900202038924,BR-017
Christmas,4.3,Control,2086.451301683364,BR-008
Normal,1.0,Control,1328.190803872508,BR-004
Valentine,2.7,Control,524.7050733587748,BR-011
Normal,1.0,Control,2012.976325463658,BR-010
Valentine,4.1,Variation2,2294.101629006679,BR-001
Valentine,4.1,Variation1,2847.6105299697333,BR-001
Christmas,3.2,Variation1,1287.2643953240831,BR-003
Christmas,1.3,Variation2,1742.1608942682312,BR-013
Valentine,3.4,Control,1967.0208722353461,BR-016
BlackFriday,1.2,Control,574.1112609030891,BR-010
BlackFriday,3.2,Variation2,865.5555111652199,BR-009
Valentine,1.0,Variation2,1108.725786702922,BR-008
Normal,1.0,Control,204.23056204629083,BR-017
Christmas,4.3,Control,1120.1654552174925,BR-012
Valentine,1.4,Variation2,1546.1646216757263,BR-001
Christmas,3.5,Variation1,1442.6640397886642,BR-010
Christmas,1.5,Variation2,430.4333963174284,BR-004
Christmas,4.1,Control,698.5181319549474,BR-016
BlackFriday,3.0,Control,1252.4094140842408,BR-013
BlackFriday,4.2,Control,2162.9508182688014,BR-009
Valentine,4.0,Control,2087.6463688541185,BR-008
Christmas,4.1,Control,1450.178220347708,BR-015
Valentine,2.3,Variation1,141.22567934983783,BR-009
BlackFriday,2.1,Variation1,-879.9388083991266,BR-016
Normal,1.0,Control,1195.264445666216,BR-005
BlackFriday,3.0,Control,1201.3463283546632,BR-009
Christmas,3.4,Control,1068.8978762221022,BR-008
Christmas,1.1,Control,909.1602441735646,BR-002
Normal,1.0,Control,925.8344406477886,BR-014
Valentine,1.5,Control,1338.0365081089951,BR-003
Christmas,1.3,Control,1324.4433306109338,BR-009
BlackFriday,2.5,Control,2431.7711070189407,BR-011
BlackFriday,2.1,Control,755.1824673654281,BR-011
BlackFriday,3.6,Variation1,710.1957194247334,BR-012
Valentine,2.3,Control,2409.827934689642,BR-006
Christmas,1.9,Control,-1239.3988211130127,BR-014
Normal,1.0,Control,1811.4561338024573,BR-012
Valentine,3.6,Control,1612.6022015675048,BR-016
Christmas,4.2,Variation1,725.0799064531927,BR-010
Valentine,4.3,Control,1159.4930587270262,BR-004
BlackFriday,4.5,Variation2,124.49788508811207,BR-009
BlackFriday,2.8,Control,2202.347337731778,BR-015
Valentine,4.3,Control,949.353789847679,BR-007
Christmas,2.9,Variation1,1223.5446476235702,BR-007
Valentine,2.3,Control,1761.65681684566,BR-011
Christmas,4.0,Variation2,2298.5827622252796,BR-010
BlackFriday,2.8,Control,1249.9409118152876,BR-010
Christmas,3.6,Control,2733.162245595275,BR-014
Valentine,2.3,Control,1440.7988819688483,BR-002
Christmas,2.0,Control,1911.5984062292307,BR-012
Christmas,1.5,Control,1900.6935416998988,BR-001
Normal,1.0,Variation2,1878.0944981145676,BR-011
Christmas,3.8,Variation1,467.9608857638127,BR-011
Normal,1.0,Control,575.6855010413391,BR-010
BlackFriday,4.0,Variation1,1843.0848361461144,BR-015
Valentine,3.9,Control,1250.632143903854,BR-006
Valentine,2.6,Variation1,2204.9448480389265,BR-001
Valentine,4.7,Variation2,2174.562041806377,BR-011
Valentine,2.3,Control,1115.0680994971112,BR-012
Normal,1.0,Variation1,918.0003760737078,BR-016
Christmas,2.4,Control,2328.3777762034574,BR-004
Valentine,4.2,Control,-747.6320010723576,BR-010
BlackFriday,3.4,Control,1463.9026018825343,BR-016
Christmas,2.5,Control,2651.767702230791,BR-016
Normal,1.0,Control,1624.2081577933006,BR-009
Valentine,1.5,Variation2,1526.6749633354113,BR-010
Christmas,4.3,Variation2,859.9521686591177,BR-002
Christmas,3.1,Control,1543.2218087510378,BR-017
BlackFriday,1.7,Variation2,1520.2046032364476,BR-014
Valentine,1.9,Control,1291.9997477126642,BR-016
